Seed,ModelName,Dataset,Strategy,BestCopulaName,BestCopulaTheta,IBSTrue,IBSUncensored,IBSIPCW,IBSIPCW_CoxPH,IBSIndepBG,IBSIndepBGUW,IBSDepBG,IBSDepBGUW
0,rsf,metabric,random_25,frank,0.1877974307825979,0.1422276289637334,0.1186797626702476,0.1746489118549166,0.1712371288078675,0.1727964377780803,0.1753931415373791,0.1726527464696383,0.1753856486904791
0,deepsurv,metabric,random_25,frank,0.1877974307825979,0.1405839041137069,0.1179334079399864,0.1739943412087517,0.1702598707761199,0.1715527098662791,0.1743572918622034,0.1714242925275618,0.1743579194958714
0,mtlr,metabric,random_25,frank,0.1877974307825979,0.1409509453843065,0.1166265991537295,0.173569617721072,0.169863528930774,0.1723862240266697,0.174001326990657,0.1722239812321684,0.1739971242371499
0,coxph,gbsg,original,clayton,1.1685831842126009,0.0005136031841497,0.1156459550774049,0.1628354146554917,0.1650400644741089,0.1758952921379125,0.189584543967196,0.1731271941382622,0.1842816199396971
0,gbsa,gbsg,original,clayton,1.1685831842126009,0.0064412238325281,0.1142494019083356,0.1671584745712048,0.1732043230724629,0.1809267222174746,0.1879174294151874,0.172509632779843,0.1807698657189962
0,rsf,gbsg,original,clayton,1.1685831842126009,0.0064412238325281,0.1194222224273598,0.1686966687705471,0.1723476394366311,0.1785664796351681,0.192800523267316,0.1723944717527841,0.1860627481293114
0,deepsurv,gbsg,original,clayton,1.1685831842126009,0.005544028651785,0.1125958109599417,0.1592840964925724,0.1594128113388937,0.1724681467462219,0.1848730182877296,0.1689719075942914,0.1792778590531957
0,mtlr,gbsg,original,clayton,1.1685831842126009,0.0064412238325281,0.1180703002041582,0.1736035079322835,0.1789046460403496,0.1845418820385193,0.1920173169692205,0.1753208197533331,0.1853543116222297
0,coxph,gbsg,top_5,clayton,1.176011757655934,0.0008538810182483,0.1159047597471226,0.1626839327329361,0.1588455807330541,0.1752433135584459,0.1896752918766238,0.172494569866704,0.1843154656305727
0,gbsa,gbsg,top_5,clayton,1.176011757655934,0.0064412238325281,0.1106090336084248,0.1577258187833739,0.1534716375409514,0.1738019573014926,0.1828800318276703,0.1672467841521251,0.176445460889581
0,rsf,gbsg,top_5,clayton,1.176011757655934,0.0064412238325281,0.1158516511093629,0.1633387940985681,0.1592198518942736,0.1747168036357552,0.1884510059043923,0.1693409552968936,0.1821368051377495
0,deepsurv,gbsg,top_5,clayton,1.176011757655934,0.0058735815088806,0.1139852002288417,0.1593321281986002,0.1559328131798568,0.1713947027725687,0.186110862091652,0.1684816594689028,0.180655873748876
0,mtlr,gbsg,top_5,clayton,1.176011757655934,0.0064412238325281,0.1137867924508636,0.1674292906757717,0.1623477280012369,0.1774921970577825,0.1863417700145337,0.1678307573848601,0.1793700164774303
0,coxph,gbsg,top_10,clayton,1.199015719727119,0.0005136031841497,0.1156459550774049,0.1628354146554917,0.165040064474109,0.1758952921379125,0.1895845439671961,0.1730872780824595,0.1841996306915964
0,gbsa,gbsg,top_10,clayton,1.199015719727119,0.0064412238325281,0.1134732990145136,0.1660640953341786,0.1710258545458378,0.1810901759737923,0.1871924105927224,0.1713332285567892,0.179580491433066
